,name,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
13958,Tanezrouft 001,Valid,OC,0.482,Found,1989.0,25.38333,0.51667,"(25.383330, 0.516670)"
13959,Sfax,Valid,OC,7.0,Fell,1989.0,34.75,10.71667,"(34.750000, 10.716670)"
13960,Tanezrouft 007,Valid,OC,0.78,Found,1989.0,25.3,0.61667,"(25.300000, 0.616670)"
13961,Sivas,Valid,OC,40.0,Fell,1989.0,39.82467,36.13583,"(39.824670, 36.135830)"
13962,Sixiangkou,Valid,OC,0.63,Fell,1989.0,32.43333,119.86667,"(32.433330, 119.866670)"
13963,Tanezrouft 006,Valid,OC,0.331,Found,1989.0,25.53333,0.56667,"(25.533330, 0.566670)"
13964,Hughes 008,Valid,OC,0.044,Found,1989.0,-30.4,129.01667,"(-30.400000, 129.016670)"
13965,Tanezrouft 005,Valid,OC,0.131,Found,1989.0,25.13333,0.46667,"(25.133330, 0.466670)"
13966,Tanezrouft 004,Valid,OC,1.183,Found,1989.0,25.46667,0.66667,"(25.466670, 0.666670)"
13967,Tanezrouft 003,Valid,OC,0.142,Found,1989.0,25.45,0.55,"(25.450000, 0.550000)"
13968,Tanezrouft 002,Valid,OC,2.347,Found,1989.0,24.4,1.03333,"(24.400000, 1.033330)"
13969,Seagraves (c),Valid,OC,26.81,Found,1989.0,32.98333,-102.56667,"(32.983330, -102.566670)"
13970,Tanezrouft 008,Valid,OC,0.682,Found,1989.0,25.3,0.63333,"(25.300000, 0.633330)"
13971,Ilafegh 008,Valid,OC,26.1,Found,1989.0,21.6,1.66667,"(21.600000, 1.666670)"
13972,Ilafegh 002,Valid,MG,4.121,Found,1989.0,21.51667,1.3,"(21.516670, 1.300000)"
13973,Sleeper Camp 003,Valid,OC,0.322,Found,1989.0,-30.3,126.03333,"(-30.300000, 126.033330)"
13974,Cook 001,Valid,OC,105.0,Found,1989.0,-30.33333,130.53333,"(-30.333330, 130.533330)"
13975,Camel Donga 002,Valid,OC,0.28,Found,1989.0,-30.08333,126.61667,"(-30.083330, 126.616670)"
13976,El Djouf 004,Valid,OC,0.36,Found,1989.0,23.55,-1.81667,"(23.550000, -1.816670)"
13977,Ramlat as Sahmah 264,Valid,OC,1.074,Found,1989.0,20.70923,55.42876,"(20.709230, 55.428760)"
13978,El Idrissia,Valid,OC,10.0,Fell,1989.0,34.41667,3.25,"(34.416670, 3.250000)"
13979,El Djouf 003,Valid,OC,2.027,Found,1989.0,23.5,-1.85,"(23.500000, -1.850000)"
13980,El Djouf 002,Valid,OC,1.389,Found,1989.0,23.45,-1.86667,"(23.450000, -1.866670)"
13981,El Djouf 001,Valid,CC,1.25,Found,1989.0,23.43333,-1.41667,"(23.433330, -1.416670)"
13982,Mundrabilla 011,Valid,OC,0.089,Found,1989.0,-30.33333,127.61667,"(-30.333330, 127.616670)"
13983,Reggane 001,Valid,OC,0.037,Found,1989.0,25.58333,0.5,"(25.583330, 0.500000)"
13984,Reggane 002,Valid,OC,0.071,Found,1989.0,25.63333,0.53333,"(25.633330, 0.533330)"
13985,Reggane 003,Valid,OC,9.5,Found,1989.0,25.63333,0.5,"(25.633330, 0.500000)"
13986,Reid 012,Valid,OC,1.367,Found,1989.0,-30.5,128.5,"(-30.500000, 128.500000)"
13987,Mundrabilla 020,Valid,AA,0.06,Found,1989.0,-30.83333,127.5,"(-30.833330, 127.500000)"
13988,Roosevelt County 073,Valid,OC,0.288,Found,1989.0,34.08333,-103.48333,"(34.083330, -103.483330)"
13989,Roosevelt County 072,Valid,OC,0.009800000000000001,Found,1989.0,34.1,-103.48333,"(34.100000, -103.483330)"
13990,Roosevelt County 071,Valid,OC,0.0053,Found,1989.0,34.1,-103.48333,"(34.100000, -103.483330)"
13991,Roosevelt County 070,Valid,OC,0.0023,Found,1989.0,34.1,-103.48333,"(34.100000, -103.483330)"
13992,Roosevelt County 069,Valid,OC,0.0048,Found,1989.0,34.1,-103.48333,"(34.100000, -103.483330)"
13993,Bawku,Valid,OC,1.557,Fell,1989.0,11.08333,-0.18333,"(11.083330, -0.183330)"
13994,Acfer 325,Valid,OC,0.032,Found,1989.0,27.5,3.61667,"(27.500000, 3.616670)"
13995,Acfer 326,Valid,OC,0.139,Found,1989.0,27.5,3.61667,"(27.500000, 3.616670)"
13996,Cook 002,Valid,OC,0.061,Found,1989.0,-30.25,130.66667,"(-30.250000, 130.666670)"
13997,Cook 007,Valid,OC,100.0,Found,1989.0,-30.61667,130.41667,"(-30.616670, 130.416670)"
13998,Deakin 005,Valid,OC,0.077,Found,1989.0,-30.53333,128.56667,"(-30.533330, 128.566670)"
13999,Deakin 006,Valid,OC,0.274,Found,1989.0,-30.58333,128.66667,"(-30.583330, 128.666670)"
14000,Ilafegh 003,Valid,OC,0.066,Found,1989.0,21.55,1.36667,"(21.550000, 1.366670)"
14001,Ilafegh 004,Valid,OC,0.45,Found,1989.0,21.55,1.53333,"(21.550000, 1.533330)"
14002,Ilafegh 005,Valid,OC,0.474,Found,1989.0,21.55,1.68333,"(21.550000, 1.683330)"
14003,Ilafegh 006,Valid,OC,0.179,Found,1989.0,21.6,1.33333,"(21.600000, 1.333330)"
14004,Ilafegh 007,Valid,OC,0.615,Found,1989.0,21.6,1.45,"(21.600000, 1.450000)"
14005,Acfer 002,Valid,OC,0.228,Found,1989.0,27.61667,3.85,"(27.616670, 3.850000)"
14006,Streaky Bay,Valid,OC,0.909,Found,1989.0,-32.86667,134.28333,"(-32.866670, 134.283330)"
14007,Ilafegh 009,Valid,EC,0.421,Found,1989.0,21.63333,1.26667,"(21.633330, 1.266670)"
14008,Ilafegh 010,Valid,OC,0.621,Found,1989.0,21.63333,1.4,"(21.633330, 1.400000)"
14009,Ilafegh 011,Valid,OC,2.047,Found,1989.0,21.63333,1.51667,"(21.633330, 1.516670)"
14010,Ilafegh 012,Valid,OC,0.295,Found,1989.0,21.63333,1.81667,"(21.633330, 1.816670)"
14011,Ilafegh 001,Valid,OC,0.713,Found,1989.0,21.51667,1.58333,"(21.516670, 1.583330)"
14012,Ilafegh 013,Valid,OC,0.745,Found,1989.0,21.66667,1.38333,"(21.666670, 1.383330)"
14013,Ilafegh 015,Valid,OC,0.072,Found,1989.0,21.71667,1.5,"(21.716670, 1.500000)"
14014,Ilafegh 016,Valid,OC,0.096,Found,1989.0,21.71667,1.6,"(21.716670, 1.600000)"
14015,McKenzie Draw (a),Valid,OC,11.8,Found,1989.0,32.925,-102.625,"(32.925000, -102.625000)"
14016,Indianópolis,Valid,MIM,14.85,Found,1989.0,-19.16667,-47.83333,"(-19.166670, -47.833330)"
14017,McKenzie Draw (b),Valid,OC,2.99,Found,1989.0,32.925,-102.625,"(32.925000, -102.625000)"
14018,Ipitinga,Valid,OC,7.0,Found,1989.0,0.35,-53.81667,"(0.350000, -53.816670)"
14019,El Djouf 007,Valid,OC,4.5,Found,1989.0,23.66667,-1.81667,"(23.666670, -1.816670)"
14020,El Djouf 006,Valid,OC,1.072,Found,1989.0,23.66667,-1.58333,"(23.666670, -1.583330)"
14021,Pê,Valid,OC,,Fell,1989.0,11.33367,-3.54217,"(11.333670, -3.542170)"
14022,Deakin 008,Valid,OC,0.061399999999999996,Found,1989.0,-30.66667,129.01667,"(-30.666670, 129.016670)"
14023,Deakin 007,Valid,OC,1.06,Found,1989.0,-30.16667,128.66667,"(-30.166670, 128.666670)"
14024,Ilafegh 014,Valid,OC,3.15,Found,1989.0,21.66667,1.85,"(21.666670, 1.850000)"
14025,Acfer 003,Valid,OC,0.145,Found,1989.0,27.81667,4.03333,"(27.816670, 4.033330)"
14026,Acfer 043,Valid,OC,0.12,Found,1989.0,27.51667,3.91667,"(27.516670, 3.916670)"
14027,Acfer 004,Valid,OC,1.02,Found,1989.0,27.58333,3.81667,"(27.583330, 3.816670)"
14028,Acfer 031,Valid,OC,2.016,Found,1989.0,27.66667,4.35,"(27.666670, 4.350000)"
14029,Acfer 032,Valid,OC,0.495,Found,1989.0,27.65,4.46667,"(27.650000, 4.466670)"
14030,Acfer 033,Valid,OC,0.093,Found,1989.0,27.65,4.43333,"(27.650000, 4.433330)"
14031,Acfer 034,Valid,OC,0.184,Found,1989.0,27.63333,4.35,"(27.633330, 4.350000)"
14032,Acfer 059,Valid,CC,0.281,Found,1989.0,27.51667,4.06667,"(27.516670, 4.066670)"
14033,Acfer 035,Valid,OC,0.036,Found,1989.0,27.6,4.3,"(27.600000, 4.300000)"
14034,Acfer 036,Valid,OC,0.112,Found,1989.0,27.58333,4.25,"(27.583330, 4.250000)"
14035,Acfer 037,Valid,OC,0.385,Found,1989.0,27.55,4.13333,"(27.550000, 4.133330)"
14036,Acfer 038,Valid,OC,0.962,Found,1989.0,27.53333,4.0,"(27.533330, 4.000000)"
14037,Acfer 039,Valid,OC,0.225,Found,1989.0,27.53333,3.91667,"(27.533330, 3.916670)"
14038,Acfer 040,Valid,OC,0.146,Found,1989.0,27.46667,3.78333,"(27.466670, 3.783330)"
14039,Acfer 065,Valid,OC,1.539,Found,1989.0,27.5,4.28333,"(27.500000, 4.283330)"
14040,Acfer 064,Valid,OC,0.854,Found,1989.0,27.61667,4.56667,"(27.616670, 4.566670)"
14041,Acfer 030,Valid,OC,0.123,Found,1989.0,27.68333,4.41667,"(27.683330, 4.416670)"
14042,Acfer 046,Valid,OC,1.066,Found,1989.0,27.78333,4.7,"(27.783330, 4.700000)"
14043,Acfer 063,Valid,MG,0.716,Found,1989.0,27.61667,4.56667,"(27.616670, 4.566670)"
14044,Acfer 047,Valid,OC,1.44,Found,1989.0,27.83333,4.7,"(27.833330, 4.700000)"
14045,Acfer 048,Valid,OC,0.115,Found,1989.0,27.55,4.08333,"(27.550000, 4.083330)"
14046,Acfer 061,Valid,OC,0.105,Found,1989.0,27.6,4.25,"(27.600000, 4.250000)"
14047,Acfer 041,Valid,OC,0.134,Found,1989.0,27.43333,3.71667,"(27.433330, 3.716670)"
14048,Acfer 049,Valid,OC,0.0829,Found,1989.0,27.41667,3.71667,"(27.416670, 3.716670)"
14049,Acfer 050,Valid,OC,1.394,Found,1989.0,27.65,4.5,"(27.650000, 4.500000)"
14050,Acfer 051,Valid,OC,0.905,Found,1989.0,27.61667,4.41667,"(27.616670, 4.416670)"
14051,Premier Downs 001,Valid,OC,0.083,Found,1989.0,-30.46667,125.46667,"(-30.466670, 125.466670)"
14052,Acfer 052,Valid,OC,0.058,Found,1989.0,27.75,4.15,"(27.750000, 4.150000)"
14053,Acfer 053,Valid,OC,1.937,Found,1989.0,27.73333,4.05,"(27.733330, 4.050000)"
14054,Acfer 054,Valid,OC,2.051,Found,1989.0,27.7,3.93333,"(27.700000, 3.933330)"
14055,Acfer 055,Valid,OC,1.338,Found,1989.0,27.5,3.98333,"(27.500000, 3.983330)"
14056,Acfer 056,Valid,OC,0.129,Found,1989.0,27.46667,3.88333,"(27.466670, 3.883330)"
14057,Acfer 058,Valid,OC,0.277,Found,1989.0,27.38333,3.71667,"(27.383330, 3.716670)"
14058,Acfer 062,Valid,OC,0.283,Found,1989.0,27.6,4.41667,"(27.600000, 4.416670)"
14059,Acfer 044,Valid,OC,0.195,Found,1989.0,27.55,4.0,"(27.550000, 4.000000)"
14060,Acfer 060,Valid,OC,0.226,Found,1989.0,27.56667,4.16667,"(27.566670, 4.166670)"
14061,Acfer 009,Valid,OC,0.127,Found,1989.0,27.73333,4.08333,"(27.733330, 4.083330)"
14062,Acfer 014,Valid,OC,0.307,Found,1989.0,27.8,4.46667,"(27.800000, 4.466670)"
14063,Acfer 013,Valid,OC,0.49,Found,1989.0,27.83333,4.28333,"(27.833330, 4.283330)"
14064,Acfer 017,Valid,OC,0.446,Found,1989.0,27.73333,4.4,"(27.733330, 4.400000)"
14065,Acfer 018,Valid,OC,0.207,Found,1989.0,27.7,4.08333,"(27.700000, 4.083330)"
14066,Uruachic,Valid,MIM,13.0,Found,1989.0,27.85,-108.23333,"(27.850000, -108.233330)"
14067,Acfer 019,Valid,OC,0.581,Found,1989.0,27.7,4.06667,"(27.700000, 4.066670)"
14068,Acfer 020,Valid,OC,0.708,Found,1989.0,27.7,4.06667,"(27.700000, 4.066670)"
14069,Acfer 012,Valid,OC,0.098,Found,1989.0,27.8,4.16667,"(27.800000, 4.166670)"
14070,Acfer 011,Valid,OC,3.8,Found,1989.0,27.75,4.16667,"(27.750000, 4.166670)"
14071,Acfer 010,Valid,OC,0.276,Found,1989.0,27.75,4.1,"(27.750000, 4.100000)"
14072,Acfer 016,Valid,OC,0.111,Found,1989.0,27.71667,4.48333,"(27.716670, 4.483330)"
14073,Acfer 008,Valid,OC,0.205,Found,1989.0,27.53333,3.7,"(27.533330, 3.700000)"
14074,Acfer 015,Valid,OC,0.098,Found,1989.0,27.78333,4.28333,"(27.783330, 4.283330)"
14075,Acfer 029,Valid,OC,0.098,Found,1989.0,27.68333,4.33333,"(27.683330, 4.333330)"
14076,Acfer 028,Valid,OC,3.13,Found,1989.0,27.66667,4.25,"(27.666670, 4.250000)"
14077,Acfer 027,Valid,OC,0.206,Found,1989.0,27.66667,4.2,"(27.666670, 4.200000)"
14078,Acfer 026,Valid,OC,0.088,Found,1989.0,27.61667,4.05,"(27.616670, 4.050000)"
14079,Acfer 005,Valid,OC,0.115,Found,1989.0,27.6,3.83333,"(27.600000, 3.833330)"
14080,Acfer 025,Valid,OC,0.92,Found,1989.0,27.58333,3.96667,"(27.583330, 3.966670)"
14081,Acfer 006,Valid,OC,0.561,Found,1989.0,27.63333,3.96667,"(27.633330, 3.966670)"
14082,Acfer 023,Valid,OC,0.118,Found,1989.0,27.51667,3.91667,"(27.516670, 3.916670)"
14083,Acfer 022,Valid,OC,0.192,Found,1989.0,27.51667,3.83333,"(27.516670, 3.833330)"
14084,Acfer 021,Valid,OC,2.14,Found,1989.0,27.55,3.61667,"(27.550000, 3.616670)"
14085,Acfer 007,Valid,OC,0.542,Found,1989.0,27.51667,3.65,"(27.516670, 3.650000)"
14086,Acfer 024,Valid,OC,1.464,Found,1989.0,27.55,3.93333,"(27.550000, 3.933330)"
14087,Queen Alexandra Range 90211,Valid,OC,0.4363,Found,1990.0,-84.58632,162.61342,"(-84.586320, 162.613420)"
14088,Elephant Moraine 90516,Valid,OC,0.0043,Found,1990.0,-76.28538,156.43995,"(-76.285380, 156.439950)"
14089,Elephant Moraine 90517,Valid,OC,0.0367,Found,1990.0,-76.28515,156.44128,"(-76.285150, 156.441280)"
14090,Elephant Moraine 90518,Valid,OC,0.0209,Found,1990.0,-76.28516,156.44125,"(-76.285160, 156.441250)"
14091,Elephant Moraine 90519,Valid,OC,0.0052,Found,1990.0,-76.28817,156.43216,"(-76.288170, 156.432160)"
14092,Elephant Moraine 90521,Valid,OC,0.0055,Found,1990.0,-76.29002,156.43221,"(-76.290020, 156.432210)"
14093,Elephant Moraine 90535,Valid,OC,0.009,Found,1990.0,-76.28883,156.43261,"(-76.288830, 156.432610)"
14094,Elephant Moraine 90536,Valid,OC,0.0179,Found,1990.0,-76.28458,156.46467,"(-76.284580, 156.464670)"
14095,Elephant Moraine 90523,Valid,OC,0.004,Found,1990.0,-76.28963,156.45819,"(-76.289630, 156.458190)"
14096,Elephant Moraine 90524,Valid,OC,0.0089,Found,1990.0,-76.28863,156.43207,"(-76.288630, 156.432070)"
14097,Elephant Moraine 90526,Valid,OC,0.0127,Found,1990.0,-76.28334,156.47015,"(-76.283340, 156.470150)"
14098,Elephant Moraine 90527,Valid,OC,0.0066,Found,1990.0,-76.28159,156.4592,"(-76.281590, 156.459200)"
14099,Elephant Moraine 90528,Valid,OC,0.0149,Found,1990.0,-76.28747,156.43672,"(-76.287470, 156.436720)"
14100,Elephant Moraine 90529,Valid,OC,0.0068,Found,1990.0,-76.28737,156.42991,"(-76.287370, 156.429910)"
14101,Elephant Moraine 90530,Valid,OC,0.008400000000000001,Found,1990.0,-76.28865,156.43064,"(-76.288650, 156.430640)"
14102,Elephant Moraine 90531,Valid,OC,0.0248,Found,1990.0,-76.28259,156.46533,"(-76.282590, 156.465330)"
14103,Elephant Moraine 90532,Valid,OC,0.0299,Found,1990.0,-76.28151,156.45995,"(-76.281510, 156.459950)"
14104,Elephant Moraine 90533,Valid,OC,0.011,Found,1990.0,-76.28234,156.44695,"(-76.282340, 156.446950)"
14105,Elephant Moraine 90534,Valid,OC,0.0096,Found,1990.0,-76.2832,156.46397,"(-76.283200, 156.463970)"
14106,Elephant Moraine 90522,Valid,OC,0.006900000000000001,Found,1990.0,-76.28689,156.43299,"(-76.286890, 156.432990)"
14107,Elephant Moraine 90520,Valid,OC,0.0214,Found,1990.0,-76.28272,156.46237,"(-76.282720, 156.462370)"
14108,Queen Alexandra Range 90208,Valid,OC,0.8116,Found,1990.0,-84.5978,162.40027,"(-84.597800, 162.400270)"
14109,Queen Alexandra Range 90209,Valid,OC,0.5604,Found,1990.0,-84.59508,162.34795,"(-84.595080, 162.347950)"
14110,Queen Alexandra Range 90210,Valid,OC,0.31610000000000005,Found,1990.0,-84.60576,162.17359,"(-84.605760, 162.173590)"
14111,Elephant Moraine 90525,Valid,OC,0.0146,Found,1990.0,-76.28715,156.43055,"(-76.287150, 156.430550)"
14112,Elephant Moraine 90537,Valid,OC,0.0176,Found,1990.0,-76.2805,156.47031,"(-76.280500, 156.470310)"
14113,Queen Alexandra Range 90213,Valid,OC,0.389,Found,1990.0,-84.586,162.61564,"(-84.586000, 162.615640)"
14114,Elephant Moraine 90556,Valid,OC,0.0213,Found,1990.0,-76.28314,156.43256,"(-76.283140, 156.432560)"
14115,Elephant Moraine 90557,Valid,OC,0.0060999999999999995,Found,1990.0,-76.28115,156.4342,"(-76.281150, 156.434200)"
14116,Elephant Moraine 90558,Valid,OC,0.006900000000000001,Found,1990.0,-76.28879,156.42882,"(-76.288790, 156.428820)"
14117,Elephant Moraine 90559,Valid,OC,0.0422,Found,1990.0,-76.28186,156.47247,"(-76.281860, 156.472470)"
14118,Elephant Moraine 90560,Valid,OC,0.0281,Found,1990.0,-76.28234,156.47428,"(-76.282340, 156.474280)"
14119,Elephant Moraine 90561,Valid,OC,0.0009,Found,1990.0,-76.28724,156.42988,"(-76.287240, 156.429880)"
14120,Elephant Moraine 90562,Valid,OC,0.0052,Found,1990.0,-76.28782,156.43144,"(-76.287820, 156.431440)"
14121,Elephant Moraine 90563,Valid,OC,0.004200000000000001,Found,1990.0,-76.28543,156.44073,"(-76.285430, 156.440730)"
14122,Elephant Moraine 90555,Valid,OC,0.0068,Found,1990.0,-76.28581,156.44145,"(-76.285810, 156.441450)"
14123,Elephant Moraine 90564,Valid,OC,0.0272,Found,1990.0,-76.28217,156.4466,"(-76.282170, 156.446600)"
14124,Elephant Moraine 90566,Valid,OC,0.0156,Found,1990.0,-76.28652,156.43322,"(-76.286520, 156.433220)"
14125,Elephant Moraine 90567,Valid,OC,0.0173,Found,1990.0,-76.27687,156.43392,"(-76.276870, 156.433920)"
14126,Elephant Moraine 90568,Valid,OC,0.0228,Found,1990.0,-76.26959,156.43945,"(-76.269590, 156.439450)"
14127,Elephant Moraine 90569,Valid,OC,0.0416,Found,1990.0,-76.27217,156.43499,"(-76.272170, 156.434990)"
14128,Elephant Moraine 90570,Valid,OC,0.0228,Found,1990.0,-76.27518,156.43953,"(-76.275180, 156.439530)"
14129,Elephant Moraine 90571,Valid,OC,0.0229,Found,1990.0,-76.2783,156.43498,"(-76.278300, 156.434980)"
14130,Elephant Moraine 90572,Valid,OC,0.0289,Found,1990.0,-76.26798,156.44092,"(-76.267980, 156.440920)"
14131,Elephant Moraine 90573,Valid,OC,0.019100000000000002,Found,1990.0,-76.27068,156.43706,"(-76.270680, 156.437060)"
14132,Elephant Moraine 90565,Valid,OC,0.0324,Found,1990.0,-76.28393,156.46453,"(-76.283930, 156.464530)"
14133,Elephant Moraine 90554,Valid,OC,0.019100000000000002,Found,1990.0,-76.28341,156.46279,"(-76.283410, 156.462790)"
14134,Elephant Moraine 90553,Valid,OC,0.0075,Found,1990.0,-76.28344,156.46495,"(-76.283440, 156.464950)"
14135,Elephant Moraine 90552,Valid,OC,0.038700000000000005,Found,1990.0,-76.28174,156.46619,"(-76.281740, 156.466190)"
14136,Queen Alexandra Range 90214,Valid,OC,0.5712999999999999,Found,1990.0,-84.60076,162.2245,"(-84.600760, 162.224500)"
14137,Queen Alexandra Range 90215,Valid,OC,0.3589,Found,1990.0,-84.6067,162.16708,"(-84.606700, 162.167080)"
14138,Queen Alexandra Range 90216,Valid,OC,0.3593,Found,1990.0,-84.60051,162.22791,"(-84.600510, 162.227910)"
14139,Queen Alexandra Range 90217,Valid,OC,0.3277,Found,1990.0,-84.59503,162.3199,"(-84.595030, 162.319900)"
14140,Queen Alexandra Range 90218,Valid,OC,0.9265,Found,1990.0,-84.61017,162.15388,"(-84.610170, 162.153880)"
14141,Elephant Moraine 90538,Valid,OC,0.004900000000000001,Found,1990.0,-76.28895,156.4307,"(-76.288950, 156.430700)"
14142,Elephant Moraine 90539,Valid,OC,0.0202,Found,1990.0,-76.28583,156.44156,"(-76.285830, 156.441560)"
14143,Elephant Moraine 90540,Valid,OC,0.0155,Found,1990.0,-76.2826,156.4644,"(-76.282600, 156.464400)"
14144,Elephant Moraine 90541,Valid,OC,0.038200000000000005,Found,1990.0,-76.28853,156.45868,"(-76.288530, 156.458680)"
14145,Elephant Moraine 90542,Valid,OC,0.005,Found,1990.0,-76.28533,156.43785,"(-76.285330, 156.437850)"
14146,Elephant Moraine 90543,Valid,OC,0.0067,Found,1990.0,-76.2873,156.42982,"(-76.287300, 156.429820)"
14147,Elephant Moraine 90544,Valid,OC,0.0487,Found,1990.0,-76.28206,156.46844,"(-76.282060, 156.468440)"
14148,Elephant Moraine 90545,Valid,OC,0.0083,Found,1990.0,-76.28741,156.43846,"(-76.287410, 156.438460)"
14149,Elephant Moraine 90546,Valid,OC,0.0123,Found,1990.0,-76.28647,156.46693,"(-76.286470, 156.466930)"
14150,Elephant Moraine 90547,Valid,OC,0.0040999999999999995,Found,1990.0,-76.28151,156.45887,"(-76.281510, 156.458870)"
14151,Elephant Moraine 90548,Valid,OC,0.0022,Found,1990.0,-76.28525,156.45131,"(-76.285250, 156.451310)"
14152,Elephant Moraine 90549,Valid,OC,0.0040999999999999995,Found,1990.0,-76.28809,156.43778,"(-76.288090, 156.437780)"
14153,Elephant Moraine 90550,Valid,OC,0.0303,Found,1990.0,-76.28214,156.47376,"(-76.282140, 156.473760)"
14154,Elephant Moraine 90551,Valid,OC,0.0124,Found,1990.0,-76.28734,156.46805,"(-76.287340, 156.468050)"
14155,Queen Alexandra Range 90212,Valid,OC,0.6073999999999999,Found,1990.0,-84.58632,162.61005,"(-84.586320, 162.610050)"
14156,Elephant Moraine 90515,Valid,OC,0.0083,Found,1990.0,-76.28044,156.43401,"(-76.280440, 156.434010)"
14157,Elephant Moraine 90505,Valid,OC,0.098,Found,1990.0,-76.27238,156.43403,"(-76.272380, 156.434030)"
14158,Elephant Moraine 90513,Valid,OC,0.0254,Found,1990.0,-76.28453,156.45958,"(-76.284530, 156.459580)"
14159,Elephant Moraine 90456,Valid,OC,0.051,Found,1990.0,-76.29089,156.46661,"(-76.290890, 156.466610)"
14160,Queen Alexandra Range 90205,Valid,OC,0.4585,Found,1990.0,-84.59612,162.30508,"(-84.596120, 162.305080)"
14161,Elephant Moraine 90455,Valid,OC,0.0859,Found,1990.0,-76.28023,156.43436,"(-76.280230, 156.434360)"
14162,Elephant Moraine 90454,Valid,OC,0.2129,Found,1990.0,-76.28433,156.46066,"(-76.284330, 156.460660)"
14163,Elephant Moraine 90453,Valid,OC,0.060899999999999996,Found,1990.0,-76.2813,156.46364,"(-76.281300, 156.463640)"
14164,Elephant Moraine 90452,Valid,OC,0.1221,Found,1990.0,-76.29422,156.45731,"(-76.294220, 156.457310)"
14165,Elephant Moraine 90481,Valid,OC,0.07479999999999999,Found,1990.0,-76.27402,156.42398,"(-76.274020, 156.423980)"
14166,Elephant Moraine 90451,Valid,OC,0.0787,Found,1990.0,-76.2884,156.46754,"(-76.288400, 156.467540)"
14167,Elephant Moraine 90450,Valid,OC,0.0636,Found,1990.0,-76.28271,156.47054,"(-76.282710, 156.470540)"
14168,Elephant Moraine 90449,Valid,OC,0.0005,Found,1990.0,-76.26952,156.4466,"(-76.269520, 156.446600)"
14169,Elephant Moraine 90457,Valid,OC,0.08070000000000001,Found,1990.0,-76.28193,156.44769,"(-76.281930, 156.447690)"
14170,Elephant Moraine 90448,Valid,OC,0.0022,Found,1990.0,-76.26554,156.40286,"(-76.265540, 156.402860)"
14171,Elephant Moraine 90446,Valid,OC,0.0847,Found,1990.0,-76.27038,156.4435,"(-76.270380, 156.443500)"
14172,Elephant Moraine 90445,Valid,OC,0.1271,Found,1990.0,-76.27022,156.44542,"(-76.270220, 156.445420)"
14173,Elephant Moraine 90444,Valid,OC,0.1039,Found,1990.0,-76.28601,156.37789,"(-76.286010, 156.377890)"
14174,Elephant Moraine 90443,Valid,OC,0.1363,Found,1990.0,-76.27321,156.4404,"(-76.273210, 156.440400)"
14175,Elephant Moraine 90442,Valid,OC,0.1029,Found,1990.0,-76.27185,156.44137,"(-76.271850, 156.441370)"
14176,Elephant Moraine 90441,Valid,OC,0.1254,Found,1990.0,-76.28858,156.38398,"(-76.288580, 156.383980)"
14177,Elephant Moraine 90440,Valid,OC,0.087,Found,1990.0,-76.28655,156.38344,"(-76.286550, 156.383440)"
14178,Elephant Moraine 90439,Valid,OC,0.0068,Found,1990.0,-76.28187,156.46086,"(-76.281870, 156.460860)"
14179,Elephant Moraine 90438,Valid,OC,0.0070999999999999995,Found,1990.0,-76.26821,156.4352,"(-76.268210, 156.435200)"
14180,Elephant Moraine 90437,Valid,OC,0.0108,Found,1990.0,-76.269,156.43262,"(-76.269000, 156.432620)"
14181,Elephant Moraine 90447,Valid,OC,0.1052,Found,1990.0,-76.2669,156.44818,"(-76.266900, 156.448180)"
14182,Elephant Moraine 90436,Valid,OC,0.0079,Found,1990.0,-76.27793,156.45494,"(-76.277930, 156.454940)"
14183,Elephant Moraine 90458,Valid,OC,0.15080000000000002,Found,1990.0,-76.29054,156.44976,"(-76.290540, 156.449760)"
14184,Elephant Moraine 90460,Valid,OC,0.046200000000000005,Found,1990.0,-76.28625,156.46949,"(-76.286250, 156.469490)"
14185,Elephant Moraine 90574,Valid,OC,0.0206,Found,1990.0,-76.27064,156.43566,"(-76.270640, 156.435660)"
14186,Elephant Moraine 90475,Valid,OC,0.0689,Found,1990.0,-76.27525,156.40928,"(-76.275250, 156.409280)"
14187,Elephant Moraine 90477,Valid,OC,0.062299999999999994,Found,1990.0,-76.27705,156.45452,"(-76.277050, 156.454520)"
14188,Elephant Moraine 90416,Valid,OC,0.0053,Found,1990.0,-76.28057,156.43334,"(-76.280570, 156.433340)"
14189,Queen Alexandra Range 90204,Valid,OC,0.3346,Found,1990.0,-84.6109,162.14203,"(-84.610900, 162.142030)"
14190,Elephant Moraine 90478,Valid,OC,0.0587,Found,1990.0,-76.27754,156.42762,"(-76.277540, 156.427620)"
14191,Elephant Moraine 90474,Valid,OC,0.1177,Found,1990.0,-76.26843,156.42926,"(-76.268430, 156.429260)"
14192,Elephant Moraine 90473,Valid,OC,0.0501,Found,1990.0,-76.27409,156.4311,"(-76.274090, 156.431100)"
14193,Elephant Moraine 90472,Valid,OC,0.0783,Found,1990.0,-76.27154,156.42026,"(-76.271540, 156.420260)"
14194,Elephant Moraine 90471,Valid,OC,0.07659999999999997,Found,1990.0,-76.27011,156.41713,"(-76.270110, 156.417130)"
14195,Elephant Moraine 90459,Valid,OC,0.0627,Found,1990.0,-76.28039,156.43974,"(-76.280390, 156.439740)"
