,name,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
4758,Yamato 791477,Valid,OC,0.21487,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4759,Yamato 791476,Valid,OC,0.023469999999999998,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4760,Yamato 791475,Valid,OC,0.01438,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4761,Yamato 791465,Valid,OC,0.00323,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4762,Yamato 791474,Valid,OC,0.06705,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4763,Yamato 791472,Valid,OC,0.007,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4764,Yamato 791471,Valid,OC,0.14183,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4765,Yamato 791470,Valid,OC,0.00696,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4766,Yamato 791469,Valid,OC,0.00509,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4767,Yamato 791468,Valid,OC,0.01129,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4768,Yamato 791467,Valid,AA,0.01871,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4769,Yamato 791473,Valid,OC,0.006809999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4770,Yamato 791410,Valid,OC,0.01669,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4771,Yamato 791447,Valid,OC,0.00199,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4772,Yamato 791445,Valid,OC,0.00475,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4773,Yamato 791426,Valid,OC,0.00172,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4774,Yamato 791425,Valid,OC,0.00436,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4775,Yamato 791424,Valid,AA,0.0109,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4776,Yamato 791423,Valid,OC,0.00366,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4777,Yamato 791422,Valid,AA,0.061799999999999994,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4778,Yamato 791421,Valid,OC,0.811,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4779,Yamato 791427,Valid,OC,0.50705,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4780,Yamato 791420,Valid,OC,0.01891,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4781,Yamato 791418,Valid,OC,0.01616,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4782,Yamato 791417,Valid,OC,0.03968,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4783,Yamato 791415,Valid,OC,0.02246,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4784,Yamato 791414,Valid,OC,0.05296,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4785,Yamato 791413,Valid,OC,0.20361,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4786,Yamato 791412,Valid,OC,0.02498,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4787,Yamato 791419,Valid,OC,0.03761,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4788,Yamato 791446,Valid,OC,0.0176,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4789,Yamato 791428,Valid,OC,0.5489400000000001,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4790,Yamato 791430,Valid,OC,0.04593,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4791,Yamato 791444,Valid,OC,0.55084,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4792,Yamato 791443,Valid,OC,0.01132,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4793,Yamato 791442,Valid,OC,0.18953,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4794,Yamato 791441,Valid,OC,0.10565999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4795,Yamato 791440,Valid,OC,0.08965000000000001,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4796,Yamato 791439,Valid,AA,0.03105,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4797,Yamato 791429,Valid,OC,0.22353,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4798,Yamato 791438,Valid,AA,0.02018,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4799,Yamato 791436,Valid,OC,0.006679999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4800,Yamato 791435,Valid,OC,0.01509,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4801,Yamato 791434,Valid,OC,0.2652,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4802,Yamato 791433,Valid,CC,0.00313,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4803,Yamato 791432,Valid,OC,0.22107,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4804,Yamato 791431,Valid,OC,0.2816,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4805,Yamato 791437,Valid,OC,0.0282,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4806,Yamato 791930,Valid,OC,0.01158,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4807,Yamato 791633,Valid,OC,0.6343300000000001,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4808,Yamato 791635,Valid,OC,0.653,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4809,Yamato 791826,Valid,AA,0.11535,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4810,Yamato 791827,Valid,AOC,0.00902,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4811,Yamato 791828,Valid,OC,0.841,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4812,Yamato 791829,Valid,AA,0.009269999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4813,Yamato 791830,Valid,OC,0.01618,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4814,Yamato 791831,Valid,OC,0.01473,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4815,Yamato 791832,Valid,OC,0.10587,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4816,Yamato 791833,Valid,OC,0.11635,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4817,Yamato 791834,Valid,AA,0.01139,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4818,Yamato 791835,Valid,OC,0.0238,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4819,Yamato 791836,Valid,UN,0.00429,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4820,Yamato 791837,Valid,OC,0.01252,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4821,Yamato 791838,Valid,AA,0.016,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4822,Yamato 791839,Valid,AA,0.0058,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4823,Yamato 791840,Valid,OC,0.30955,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4824,Yamato 791841,Valid,OC,0.00719,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4825,Yamato 791842,Valid,OC,0.0109,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4826,Yamato 791856,Valid,OC,0.026109999999999998,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4827,Yamato 791855,Valid,OC,0.00836,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4828,Yamato 791854,Valid,EC,0.00087,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4829,Yamato 791853,Valid,MG,0.00138,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4830,Yamato 791852,Valid,OC,0.00461,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4831,Yamato 791851,Valid,OC,0.013859999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4832,Yamato 791825,Valid,CC,0.02915,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4833,Yamato 791850,Valid,OC,0.01417,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4834,Yamato 791848,Valid,OC,0.0029500000000000004,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4835,Yamato 791847,Valid,OC,0.006860000000000001,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4836,Yamato 791846,Valid,OC,0.03493,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4837,Yamato 791845,Valid,OC,1.559,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4838,Yamato 791844,Valid,OC,0.16134,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4839,Yamato 791843,Valid,OC,0.007549999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4840,Yamato 791849,Valid,OC,0.04157,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4841,Yamato 791824,Valid,CC,0.023280000000000002,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4842,Yamato 791823,Valid,OC,0.00872,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4843,Yamato 791822,Valid,OC,0.01158,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4844,Yamato 791798,Valid,OC,0.00378,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4845,Yamato 791797,Valid,OC,0.00422,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4846,Yamato 791796,Valid,OC,0.00631,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4847,Yamato 791795,Valid,OC,0.00839,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4848,Yamato 791794,Valid,OC,0.01131,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4849,Yamato 791793,Valid,OC,0.05314,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4850,Yamato 791799,Valid,OC,0.00108,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4851,Yamato 791792,Valid,OC,0.00278,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4852,Yamato 791790,Valid,EC,0.03165,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4853,Yamato 791789,Valid,OC,0.0025499999999999997,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4854,Yamato 791788,Valid,OC,0.02168,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4855,Yamato 791787,Valid,OC,0.037380000000000004,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4856,Yamato 791786,Valid,OC,0.06447,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4857,Yamato 791785,Valid,OC,8.826,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4858,Yamato 791791,Valid,OC,0.04546,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4859,Yamato 791857,Valid,OC,0.11634,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4860,Yamato 791800,Valid,OC,0.01217,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4861,Yamato 791802,Valid,OC,0.05889,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4862,Yamato 791821,Valid,OC,0.662,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4863,Yamato 791820,Valid,OC,0.57212,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4864,Yamato 791819,Valid,OC,0.00062,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4865,Yamato 791818,Valid,OC,0.00132,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4866,Yamato 791817,Valid,OC,0.00368,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4867,Yamato 791816,Valid,OC,0.00513,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4868,Yamato 791801,Valid,OC,0.02784,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4869,Yamato 791814,Valid,OC,0.00544,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4870,Yamato 791811,Valid,EC,0.03005,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4871,Yamato 791810,Valid,EC,0.03964,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4872,Yamato 791806,Valid,OC,0.01188,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4873,Yamato 791805,Valid,OC,0.015179999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4874,Yamato 791804,Valid,OC,0.00932,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4875,Yamato 791803,Valid,OC,0.01107,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4876,Yamato 791812,Valid,EC,0.0043,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4877,Yamato 791858,Valid,OC,0.00214,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4878,Yamato 791859,Valid,OC,0.0572,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4879,Yamato 791860,Valid,OC,0.025160000000000002,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4880,Yamato 791910,Valid,OC,0.018609999999999998,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4881,Yamato 791909,Valid,OC,0.09196,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4882,Yamato 791908,Valid,OC,0.00775,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4883,Yamato 791907,Valid,OC,0.02352,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4884,Yamato 791906,Valid,OC,0.03226,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4885,Yamato 791905,Valid,OC,1.847,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4886,Yamato 791911,Valid,OC,0.0064,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4887,Yamato 791904,Valid,OC,0.0062699999999999995,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4888,Yamato 791902,Valid,OC,0.00098,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4889,Yamato 791901,Valid,OC,0.00198,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4890,Yamato 791900,Valid,OC,0.0022,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4891,Yamato 791899,Valid,OC,0.00195,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4892,Yamato 791898,Valid,OC,0.00204,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4893,Yamato 791897,Valid,OC,0.00326,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4894,Yamato 791903,Valid,OC,0.0015,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4895,Yamato 791896,Valid,OC,0.00233,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4896,Yamato 791912,Valid,OC,0.02027,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4897,Yamato 791914,Valid,OC,0.022449999999999998,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4898,Yamato 791928,Valid,OC,0.0179,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4899,Yamato 791927,Valid,OC,0.44417,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4900,Yamato 791926,Valid,OC,2.602,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4901,Yamato 791925,Valid,OC,1.311,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4902,Yamato 791924,Valid,OC,0.01638,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4903,Yamato 791923,Valid,OC,0.026920000000000003,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4904,Yamato 791913,Valid,OC,0.05785,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4905,Yamato 791922,Valid,OC,0.023649999999999997,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4906,Yamato 791920,Valid,OC,0.08717,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4907,Yamato 791919,Valid,OC,0.10881,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4908,Yamato 791918,Valid,OC,0.1348,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4909,Yamato 791917,Valid,OC,0.1367,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4910,Yamato 791916,Valid,OC,0.047979999999999995,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4911,Yamato 791915,Valid,OC,0.00347,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4912,Yamato 791921,Valid,OC,0.00763,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4913,Yamato 791784,Valid,OC,0.04407,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4914,Yamato 791895,Valid,OC,0.0024300000000000003,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4915,Yamato 791893,Valid,OC,0.0035499999999999998,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4916,Yamato 791874,Valid,OC,0.02572,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4917,Yamato 791873,Valid,OC,0.03458,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4918,Yamato 791872,Valid,OC,0.02914,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4919,Yamato 791871,Valid,OC,0.04058,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4920,Yamato 791870,Valid,OC,0.40414,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4921,Yamato 791869,Valid,OC,6.784,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4922,Yamato 791875,Valid,OC,0.01529,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4923,Yamato 791868,Valid,OC,0.06834,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4924,Yamato 791866,Valid,OC,0.0514,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4925,Yamato 791865,Valid,OC,0.729,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4926,Yamato 791864,Valid,OC,0.01091,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4927,Yamato 791863,Valid,OC,0.027149999999999997,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4928,Yamato 791862,Valid,OC,0.08091,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4929,Yamato 791861,Valid,OC,0.25674,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4930,Yamato 791867,Valid,OC,0.048159999999999994,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4931,Yamato 791894,Valid,OC,0.00269,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4932,Yamato 791876,Valid,OC,0.01685,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4933,Yamato 791878,Valid,OC,0.00835,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4934,Yamato 791892,Valid,OC,0.0035499999999999998,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4935,Yamato 791891,Valid,OC,0.00414,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4936,Yamato 791890,Valid,OC,0.00332,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4937,Yamato 791889,Valid,OC,0.00368,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4938,Yamato 791888,Valid,OC,0.0035499999999999998,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4939,Yamato 791887,Valid,OC,0.00498,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4940,Yamato 791877,Valid,OC,0.008119999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4941,Yamato 791886,Valid,OC,0.00409,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4942,Yamato 791884,Valid,OC,0.00509,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4943,Yamato 791883,Valid,OC,0.00518,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4944,Yamato 791882,Valid,OC,0.0066500000000000005,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4945,Yamato 791881,Valid,OC,0.006809999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4946,Yamato 791880,Valid,OC,0.01332,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4947,Yamato 791879,Valid,OC,0.09795999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4948,Yamato 791885,Valid,OC,0.0048200000000000005,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4949,Yamato 791783,Valid,OC,0.32321,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4950,Yamato 791782,Valid,OC,0.01773,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4951,Yamato 791781,Valid,OC,0.40952999999999995,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4952,Yamato 791685,Valid,OC,0.02702,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4953,Yamato 791684,Valid,OC,0.03301,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4954,Yamato 791683,Valid,OC,0.09659999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4955,Yamato 791682,Valid,OC,0.12373,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4956,Yamato 791681,Valid,OC,0.07107,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4957,Yamato 791680,Valid,OC,0.28498,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4958,Yamato 791686,Valid,OC,0.019030000000000002,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4959,Yamato 791679,Valid,OC,0.01846,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4960,Yamato 791677,Valid,OC,0.47305,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4961,Yamato 791676,Valid,OC,0.01036,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4962,Yamato 791675,Valid,OC,0.02785,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4963,Yamato 791674,Valid,OC,0.0501,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4964,Yamato 791673,Valid,OC,0.00264,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4965,Yamato 791672,Valid,OC,0.00513,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4966,Yamato 791678,Valid,OC,0.2591,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4967,Yamato 791671,Valid,OC,0.01329,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4968,Yamato 791687,Valid,OC,0.0068200000000000005,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4969,Yamato 791689,Valid,OC,0.00268,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4970,Yamato 791708,Valid,OC,0.12698,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4971,Yamato 791706,Valid,OC,0.3411,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4972,Yamato 791705,Valid,OC,0.17247,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4973,Yamato 791704,Valid,OC,0.09309999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4974,Yamato 791703,Valid,OC,0.02548,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4975,Yamato 791700,Valid,OC,0.00139,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4976,Yamato 791688,Valid,OC,0.00567,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4977,Yamato 791699,Valid,OC,0.0029100000000000003,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4978,Yamato 791696,Valid,OC,0.0008100000000000001,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4979,Yamato 791695,Valid,OC,0.3521,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4980,Yamato 791694,Valid,NMIM,0.07089,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4981,Yamato 791692,Valid,OC,0.0004,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4982,Yamato 791691,Valid,OC,0.00106,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4983,Yamato 791690,Valid,OC,0.00226,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4984,Yamato 791697,Valid,OC,0.0014399999999999999,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4985,Yamato 791709,Valid,OC,0.17432,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4986,Yamato 791670,Valid,OC,0.54172,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4987,Yamato 791668,Valid,OC,0.732,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4988,Yamato 791649,Valid,OC,0.00232,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4989,Yamato 791648,Valid,OC,0.0054800000000000005,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4990,Yamato 791647,Valid,OC,0.00462,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4991,Yamato 791646,Valid,OC,0.01259,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4992,Yamato 791645,Valid,OC,0.05595,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4993,Yamato 791644,Valid,OC,0.13458,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4994,Yamato 791650,Valid,OC,0.00078,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4995,Yamato 791643,Valid,OC,0.00285,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4996,Yamato 791641,Valid,OC,0.00537,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4997,Yamato 791640,Valid,OC,0.00869,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
4998,Yamato 791639,Valid,OC,0.01366,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
