,GeoLocation
820,"(36.833330, -97.333330)"
821,"(40.383330, -110.866670)"
822,"(50.816670, 8.766670)"
823,"(23.100000, 87.433330)"
824,"(56.800000, 77.000000)"
825,"(36.850000, 138.383330)"
826,"(38.500000, -96.200000)"
827,"(37.733330, -89.850000)"
828,"(-33.750000, 18.566670)"
829,"(59.183330, 12.216670)"
830,"(5.383330, 16.383330)"
831,"(-33.850000, 18.950000)"
832,"(36.900000, -76.300000)"
833,"(40.000000, 29.000000)"
834,"(-33.000000, 26.400000)"
835,"(25.850000, 83.483330)"
836,"(43.603000, -103.026000)"
837,"(39.766670, -76.666670)"
838,"(57.850000, 114.200000)"
839,"(42.600000, -99.800000)"
840,"(28.900000, -108.566670)"
841,"(-30.816670, 29.350000)"
842,"(34.583330, -87.500000)"
843,"(32.316670, -97.416670)"
844,"(38.766670, -105.516670)"
845,"(36.466500, -88.602830)"
846,"(-39.633330, 174.400000)"
847,"(56.000000, 22.000000)"
848,"(34.500000, -84.500000)"
849,"(32.866670, -115.583330)"
850,"(38.983330, -111.850000)"
851,"(46.000000, 13.500000)"
852,"(38.083330, -115.533330)"
853,"(-23.333330, 134.666670)"
854,"(-19.466670, -44.216670)"
855,"(-7.000000, 115.500000)"
856,"(-29.450000, 121.216670)"
857,"(49.866670, 30.833330)"
858,"(31.833330, -98.833330)"
859,"(-31.733330, 146.400000)"
860,"(-29.583330, 139.900000)"
861,"(35.533330, 136.883330)"
862,"(33.213330, -99.731670)"
863,"(49.983330, 12.866670)"
864,"(-29.450000, 119.716670)"
865,"(34.000000, -111.000000)"
866,"(30.700000, -105.500000)"
867,
868,"(-28.833330, 21.133330)"
869,"(25.683330, 83.250000)"
870,"(27.333330, 35.666670)"
871,"(-30.583330, 23.550000)"
872,"(52.866670, 16.633330)"
873,"(-34.066670, 139.750000)"
874,"(61.650000, 27.200000)"
875,"(45.500000, -77.000000)"
876,"(-21.983330, -69.616670)"
877,"(-32.083330, 21.333330)"
878,"(35.294500, 136.700330)"
879,"(41.183330, -103.000000)"
880,"(31.616670, 76.800000)"
881,"(-18.333330, -66.833330)"
882,"(38.350000, 140.373330)"
883,"(44.850000, 11.400000)"
884,"(21.866670, 76.033330)"
885,"(53.333330, 70.066670)"
886,"(32.316670, -89.716670)"
887,"(17.743330, 120.455830)"
888,"(25.100000, 81.533330)"
889,"(47.650000, -2.766670)"
890,"(37.616670, -98.916670)"
891,"(49.216670, 15.800000)"
892,"(31.316670, 30.350000)"
893,"(40.300000, 44.500000)"
894,"(29.316670, 31.283330)"
895,"(51.466670, 84.766670)"
896,"(24.650000, 76.866670)"
897,"(-30.783330, 127.550000)"
898,"(26.500000, -100.000000)"
899,"(43.583330, -89.600000)"
900,"(39.800000, -100.516670)"
901,"(34.900000, -110.183330)"
902,"(-34.316670, 149.383330)"
903,"(33.983330, -101.283330)"
904,"(39.933330, -99.216670)"
905,"(51.366670, 107.383330)"
906,"(33.716670, 74.833330)"
907,"(-25.666670, 28.366670)"
908,"(37.433330, -3.650000)"
909,"(-67.183330, 142.383330)"
910,"(-33.283330, 148.883330)"
911,"(38.000000, -108.500000)"
912,"(-28.566670, 30.700000)"
913,"(-22.500000, 116.166670)"
914,"(63.300000, 27.733330)"
915,"(35.666670, 136.300000)"
916,"(36.041670, 139.956670)"
917,"(37.466670, -118.000000)"
918,"(51.058330, 94.400000)"
919,"(35.416670, -79.383330)"
920,"(40.233330, -100.833330)"
921,"(32.033330, -99.250000)"
922,"(30.400000, 78.200000)"
923,"(36.166670, -85.516670)"
924,"(48.166670, 22.308330)"
925,"(43.466670, -106.766670)"
926,"(-29.750000, 141.033330)"
927,"(-29.066670, 139.916670)"
928,"(31.650000, -106.183330)"
929,"(-5.250000, -40.500000)"
930,"(-29.233330, 139.933330)"
931,"(43.483330, 118.616670)"
932,"(53.583330, -2.716670)"
933,"(40.749720, -97.749720)"
934,"(47.550000, 22.025000)"
935,"(-29.750000, 141.033330)"
936,"(10.833330, 76.033330)"
937,"(52.466670, 16.900000)"
938,"(-31.600000, 25.800000)"
939,"(43.733330, 1.383330)"
940,"(51.133330, 34.500000)"
941,"(-29.300000, 21.150000)"
942,"(29.000000, -103.250000)"
943,"(-31.000000, 124.833330)"
944,"(-38.250000, 178.083330)"
945,"(51.233330, 57.383330)"
946,"(41.500000, -104.100000)"
947,"(-6.233330, 106.883330)"
948,"(43.033330, -78.033330)"
949,"(25.450000, 70.000000)"
950,"(29.200000, -99.766670)"
951,"(-23.900000, 151.300000)"
952,"(30.816670, -97.050000)"
953,"(39.500000, 140.200000)"
954,"(36.033330, 138.083330)"
955,"(-24.166670, -69.833330)"
956,"(49.883333, -103.600000)"
957,"(50.916670, 9.183330)"
958,"(48.200000, 43.733330)"
959,"(-36.400000, -59.500000)"
960,"(26.683330, -80.800000)"
961,"(34.500000, 133.750000)"
962,"(24.166670, 87.766670)"
963,"(44.550000, 131.633330)"
964,"(30.900000, 32.483330)"
965,"(-28.166670, 118.500000)"
966,"(39.124170, -98.167780)"
967,"(38.666670, 116.133330)"
968,"(25.933330, 84.283330)"
969,"(28.266670, 78.783330)"
970,
971,"(44.250000, -88.250000)"
972,"(36.750000, -93.500000)"
973,"(52.333330, -104.866670)"
974,"(11.750000, 122.333330)"
975,"(27.883330, 68.533330)"
976,"(34.116670, -101.783330)"
977,"(29.863060, -96.926670)"
978,"(10.200000, 76.266670)"
979,"(38.300000, 27.133330)"
980,"(35.666670, 103.500000)"
981,"(37.866670, -100.666670)"
982,"(32.166670, -95.100000)"
983,"(47.767778, -119.876389)"
984,"(44.900000, -90.283330)"
985,"(23.983330, 87.083330)"
986,"(39.083330, -94.400000)"
987,"(44.116670, 27.266670)"
988,"(56.583330, -3.250000)"
989,"(34.616670, -101.950000)"
990,"(34.700000, 117.000000)"
991,"(34.533330, -101.700000)"
992,"(39.666670, -100.000000)"
993,"(-29.500000, 118.750000)"
994,"(-26.000000, 30.000000)"
995,"(-21.216670, -43.933330)"
996,"(36.216670, -92.266670)"
997,"(-33.616670, 115.916670)"
998,"(28.833330, -81.683330)"
999,"(52.550000, 46.550000)"
1000,"(-14.250000, 132.016670)"
1001,"(36.583330, -100.200000)"
1002,"(-33.616670, 115.916670)"
1003,"(57.350000, 37.616670)"
1004,"(35.683330, -82.183330)"
1005,"(41.166670, -101.666670)"
1006,"(30.416670, -99.400000)"
1007,"(46.883330, -102.316670)"
1008,"(35.433330, 136.233330)"
1009,"(32.183330, -97.800000)"
1010,"(38.200000, 115.700000)"
1011,"(37.083330, -98.050000)"
1012,"(36.833330, -84.350000)"
1013,"(32.500000, -115.500000)"
1014,"(-6.733330, 111.366670)"
1015,"(5.000000, 48.000000)"
1016,"(43.838890, 20.333330)"
1017,"(38.166670, -76.383330)"
1018,"(-31.000000, 118.500000)"
1019,"(35.000000, -94.750000)"
1020,"(32.100000, 71.800000)"
1021,"(-16.500000, 14.000000)"
1022,"(46.383330, -101.233330)"
1023,"(36.383330, -79.866670)"
1024,"(-19.583330, 17.916670)"
1025,"(35.000000, -112.000000)"
1026,"(37.050000, 138.383330)"
1027,"(25.254170, 80.625000)"
1028,"(49.983330, 7.533330)"
1029,"(20.250000, -12.683330)"
1030,"(44.016670, 28.633330)"
1031,"(49.090280, 11.333330)"
1032,"(25.483330, 81.983330)"
1033,"(-30.866670, -64.550000)"
1034,"(-30.000000, 138.000000)"
1035,"(45.500000, 118.000000)"
1036,"(42.183330, -103.933330)"
1037,"(-29.750000, 22.500000)"
1038,"(36.716670, -86.566670)"
1039,"(-26.116670, 116.666670)"
1040,"(-16.266670, -47.950000)"
1041,"(35.333330, -109.500000)"
1042,"(39.516670, 140.366670)"
1043,"(3.816670, 43.333330)"
1044,"(37.833330, -76.700000)"
1045,"(31.950000, -83.516670)"
1046,"(28.383330, 75.783330)"
1047,"(55.183330, -162.550000)"
1048,"(44.516670, -83.950000)"
1049,"(9.666670, 105.666670)"
1050,"(-34.816670, 147.133330)"
1051,"(25.666670, 74.866670)"
1052,"(26.283330, 34.250000)"
1053,"(33.883330, 35.500000)"
1054,"(25.850000, 87.577500)"
1055,"(-18.941670, -44.983330)"
1056,"(-26.333330, 118.333330)"
1057,"(38.133330, 14.966670)"
1058,"(-6.666670, 106.583330)"
1059,"(31.716670, -102.400000)"
1060,"(-30.500000, 142.333330)"
1061,"(36.850000, -82.450000)"
1062,"(37.016670, -85.916670)"
1063,"(-29.450000, 143.600000)"
1064,"(40.000000, -78.850000)"
1065,"(34.500000, -88.666670)"
1066,"(37.166670, -108.500000)"
1067,"(38.121670, 140.061670)"
1068,"(30.833330, -97.766670)"
1069,"(55.466670, 13.783330)"
1070,"(35.600000, -91.266670)"
1071,"(36.500000, -99.500000)"
1072,"(39.350000, -101.666670)"
1073,"(41.783330, -84.183330)"
1074,"(13.766670, 5.300000)"
1075,"(13.733330, 100.083330)"
1076,"(35.166670, -88.183330)"
1077,"(-8.383330, -36.766670)"
1078,"(9.066670, 38.416670)"
1079,"(29.666670, -111.500000)"
1080,"(43.390560, 1.962500)"
1081,"(33.100000, -96.700000)"
1082,"(-25.166670, -69.283330)"
1083,"(37.266670, -99.333330)"
1084,"(52.050000, 0.300000)"
1085,"(-27.716670, 117.250000)"
1086,"(50.716670, 10.116670)"
1087,"(38.716670, -7.066670)"
1088,"(11.650000, -3.650000)"
1089,"(40.350000, -104.900000)"
1090,"(-33.900000, -61.700000)"
1091,"(34.600000, 116.750000)"
1092,"(38.533330, -100.216670)"
1093,"(39.776670, -100.813330)"
1094,"(-22.366670, 135.766670)"
1095,"(37.266670, -99.333330)"
1096,"(-30.533330, 134.750000)"
1097,"(36.483330, -90.666670)"
1098,"(36.783330, -78.083330)"
1099,"(-32.266670, 139.866670)"
1100,"(37.000000, -109.050000)"
1101,"(34.800000, 127.000000)"
1102,"(24.500000, 90.216670)"
1103,"(-37.333330, -61.533330)"
1104,"(41.933330, -7.466670)"
1105,
1106,"(-30.116670, 28.700000)"
1107,"(55.950000, 125.400000)"
1108,"(49.966670, 17.900000)"
1109,"(-32.750000, -65.283330)"
1110,"(-26.666670, 119.000000)"
1111,"(47.750000, 16.233330)"
1112,"(51.750000, 4.000000)"
1113,"(19.083330, 8.383330)"
1114,"(35.250000, -106.500000)"
1115,"(-22.900000, 138.716670)"
1116,"(-44.816670, 171.133330)"
1117,"(-18.583330, -46.533330)"
1118,"(-25.833330, -56.500000)"
1119,"(43.333330, 141.866670)"
1120,"(-18.583330, -46.533330)"
1121,"(47.250000, -122.416670)"
1122,"(34.483330, 133.283330)"
1123,"(26.750000, 68.416670)"
1124,"(35.500000, -98.700000)"
1125,"(33.516670, -95.300000)"
1126,"(-21.983330, 16.933330)"
1127,"(38.183330, -5.400000)"
1128,"(35.733330, 139.750000)"
1129,"(32.000000, -102.000000)"
1130,"(-35.016670, 139.916670)"
1131,"(24.950000, 75.150000)"
1132,"(42.333330, -113.700000)"
1133,"(39.800000, -91.500000)"
1134,"(46.933330, 7.216670)"
1135,"(37.200000, -101.350000)"
1136,"(7.950000, 8.083330)"
1137,"(45.216670, 62.083330)"
1138,"(61.300000, 12.300000)"
1139,"(33.700000, -83.700000)"
1140,"(52.283330, 8.050000)"
1141,"(39.700000, -103.166670)"
1142,"(41.233330, -103.483330)"
1143,"(-32.366670, -60.150000)"
1144,"(35.800000, -113.700000)"
1145,"(38.200000, -89.683330)"
1146,"(37.600000, -101.250000)"
1147,"(-35.383330, 140.916670)"
1148,"(31.766670, -99.983330)"
1149,"(44.416670, 23.500000)"
1150,"(46.700000, 32.600000)"
1151,"(-34.050000, 150.688890)"
1152,"(56.000000, 76.750000)"
1153,"(34.166670, 131.450000)"
1154,"(40.866670, -97.600000)"
1155,"(38.966670, -95.166670)"
1156,"(-36.866670, -60.166670)"
1157,"(19.250000, 77.000000)"
1158,"(32.666670, -105.100000)"
1159,"(-27.000000, -51.000000)"
1160,"(-31.183330, -57.950000)"
1161,"(39.966670, -103.766670)"
1162,"(35.200000, -111.400000)"
1163,"(47.116670, 7.550000)"
1164,"(31.500000, 121.083330)"
1165,"(41.366670, -98.633330)"
1166,"(58.883330, 9.400000)"
1167,"(35.133330, 44.450000)"
1168,"(55.666670, 25.000000)"
1169,"(39.566670, -2.100000)"
1170,"(39.800000, -101.200000)"
1171,"(35.966670, -82.483330)"
1172,"(28.200000, 76.666670)"
1173,"(30.733330, -101.300000)"
1174,"(35.466670, -115.666670)"
1175,"(-28.850000, 116.283330)"
1176,"(37.366670, -85.366670)"
1177,"(50.375000, 21.733330)"
1178,"(-33.250000, 135.533330)"
1179,"(28.666670, -106.116670)"
1180,"(35.166670, -107.883330)"
1181,"(56.750000, 75.333330)"
1182,"(52.950000, 8.166670)"
1183,"(-9.116670, 33.066670)"
1184,"(-35.083330, 139.916670)"
1185,"(30.700000, -96.116670)"
1186,"(35.666670, -100.600000)"
1187,"(38.900000, -79.183330)"
1188,"(56.650000, 15.866670)"
1189,
1190,"(-3.133330, 33.516670)"
1191,"(36.066670, -90.500000)"
1192,"(-40.975000, 145.600000)"
1193,"(35.000000, 127.500000)"
1194,"(33.266670, -116.383330)"
1195,"(-30.750000, 117.783330)"
1196,"(34.383330, -100.400000)"
1197,"(35.400000, -92.050000)"
1198,"(35.516670, -79.966670)"
1199,"(-31.600000, -65.233330)"
1200,"(54.233330, 52.483330)"
1201,"(27.000000, -99.000000)"
1202,"(40.416670, -86.883330)"
1203,"(52.000000, -108.300000)"
1204,"(43.700000, -104.700000)"
1205,"(-24.566670, 133.166670)"
1206,"(-28.933330, -63.233330)"
1207,"(52.266670, -105.350000)"
1208,"(37.650000, -105.733330)"
1209,"(53.036390, -4.319440)"
1210,"(44.500000, -104.200000)"
1211,"(44.216670, -89.100000)"
1212,"(20.055560, 51.416670)"
1213,"(-25.666670, 117.000000)"
1214,"(42.516670, 26.166670)"
1215,"(32.950000, 10.416670)"
1216,"(40.250000, -110.083330)"
1217,"(41.000000, -8.000000)"
1218,"(28.716670, 116.616670)"
1219,"(-23.333330, 134.116670)"
1220,"(47.633330, -80.083330)"
1221,
1222,"(35.133330, 113.333330)"
1223,
1224,"(-28.666670, 18.916670)"
1225,"(63.733330, 14.850000)"
1226,"(-33.000000, -58.616670)"
1227,"(16.000000, 36.000000)"
1228,"(32.400000, 111.700000)"
1229,"(20.016670, 50.933330)"
1230,"(19.955560, 51.033330)"
1231,"(40.566670, -110.483330)"
1232,"(35.966670, -96.766670)"
1233,"(28.866670, -97.616670)"
1234,"(32.333330, -6.300000)"
1235,"(36.533330, -91.800000)"
1236,"(19.027780, 51.083330)"
1237,"(35.840830, -104.585830)"
1238,"(-33.300000, 136.016670)"
1239,"(19.933330, 51.216670)"
1240,"(29.800000, -98.800000)"
1241,"(30.500000, -99.833330)"
1242,"(-23.300000, -69.883330)"
1243,"(55.200000, 75.333330)"
1244,"(-30.183330, 23.266670)"
1245,"(-33.283330, 136.000000)"
1246,"(25.550000, 83.116670)"
1247,"(48.302500, 13.940830)"
1248,"(38.500000, -94.300000)"
1249,"(34.100000, -97.000000)"
1250,"(34.383330, -103.616670)"
1251,"(36.216670, -103.400000)"
1252,"(34.800000, -103.316670)"
1253,"(-29.450000, 26.766670)"
1254,"(42.450000, -103.300000)"
1255,"(34.750000, -87.000000)"
1256,"(55.300000, 25.000000)"
1257,"(-6.333330, 106.000000)"
1258,"(42.916670, 102.466670)"
1259,"(52.133330, 59.316670)"
1260,"(40.466670, -99.500000)"
1261,"(32.216670, -104.000000)"
1262,"(34.450000, -104.133330)"
1263,"(31.416670, 118.500000)"
1264,"(32.733330, -103.100000)"
1265,"(32.733330, -103.100000)"
1266,"(-30.000000, 20.000000)"
1267,"(40.566670, -102.300000)"
1268,"(42.583330, -103.666670)"
1269,"(48.600000, 45.666670)"
1270,"(-3.000000, 151.000000)"
1271,"(12.000000, 105.483330)"
1272,"(38.650000, -94.333330)"
1273,"(35.033330, -81.883330)"
1274,"(35.950000, -104.200000)"
1275,"(55.500000, 66.083330)"
1276,"(32.400000, -102.583330)"
1277,"(56.633330, 39.433330)"
1278,"(-30.783330, -58.050000)"
1279,"(35.950000, -104.200000)"
1280,"(40.683330, -99.066670)"
1281,
1282,"(36.250000, -101.216670)"
1283,"(43.500000, -101.250000)"
1284,"(49.233330, 17.566670)"
1285,"(35.166670, -97.883330)"
1286,"(50.316670, 3.733330)"
1287,"(28.483330, 78.500000)"
1288,"(-26.100000, -49.800000)"
1289,"(39.666670, -102.833330)"
1290,"(34.500000, -105.833330)"
1291,"(34.683330, -101.383330)"
1292,"(13.633330, 79.416670)"
1293,"(32.250000, -97.716670)"
1294,"(40.350000, -103.950000)"
1295,"(0.266670, 36.533330)"
1296,"(35.550000, -77.533330)"
1297,"(36.050000, -94.166670)"
1298,"(35.966670, -77.966670)"
1299,"(-17.650000, 31.600000)"
1300,"(-19.866670, -44.616670)"
1301,"(30.058060, -96.651390)"
1302,"(36.333330, -101.400000)"
1303,"(41.550000, -100.966670)"
1304,"(-30.883330, -64.550000)"
1305,"(34.450000, -104.016670)"
1306,"(23.150000, 91.183330)"
1307,"(52.000000, 19.916670)"
1308,"(34.000000, -105.500000)"
1309,"(41.183330, -104.066670)"
1310,"(-22.333330, -69.666670)"
1311,"(41.783330, -104.283330)"
1312,"(32.000000, -86.000000)"
1313,"(52.450000, 78.633330)"
1314,"(33.750000, -100.933330)"
1315,"(40.450000, -102.383330)"
1316,"(-31.000000, 132.000000)"
1317,"(37.200000, -116.700000)"
1318,"(34.500000, -107.000000)"
1319,"(30.950000, -98.266670)"
1320,"(44.866670, 133.166670)"
1321,"(23.325000, 91.000000)"
1322,"(-7.750000, 111.533330)"
1323,"(34.900000, -101.216670)"
1324,"(38.183330, -94.716670)"
1325,"(29.016670, -97.283330)"
1326,"(39.133330, -103.483330)"
1327,"(40.050000, -102.200000)"
1328,"(34.050000, -101.750000)"
1329,"(-19.883330, -69.833330)"
1330,"(33.700000, -101.933330)"
1331,"(34.050000, -101.750000)"
1332,"(36.333330, -104.050000)"
1333,"(46.366670, -101.950000)"
1334,"(34.916670, -117.833330)"
1335,"(35.150000, -102.716670)"
1336,"(-28.833330, 31.950000)"
1337,"(35.950000, -97.583330)"
1338,"(34.916670, -117.833330)"
1339,"(36.300000, -104.000000)"
1340,"(36.200000, -103.900000)"
1341,"(37.016670, -101.883330)"
1342,"(37.116670, -101.600000)"
1343,"(58.200000, 82.933330)"
1344,"(45.600000, -110.583330)"
1345,"(38.716670, -103.516670)"
1346,"(39.300000, -103.250000)"
1347,"(-21.733330, 165.900000)"
1348,"(37.466670, -101.433330)"
1349,"(20.133330, 75.500000)"
1350,"(66.000000, -120.000000)"
1351,"(33.716670, -100.833330)"
1352,"(24.166670, 0.083330)"
1353,"(35.716670, -102.283330)"
1354,"(47.316670, 35.366670)"
1355,"(34.200000, -101.500000)"
1356,"(30.133330, -102.150000)"
1357,"(39.833330, -96.066670)"
1358,"(35.847780, -97.703330)"
1359,"(34.600000, -97.916670)"
1360,"(38.000000, -84.166670)"
1361,"(-22.616670, 135.200000)"
1362,"(51.883330, 71.250000)"
1363,"(-24.916670, 120.066670)"
1364,"(42.033330, -101.500000)"
1365,"(39.100000, -98.833330)"
1366,"(-32.333330, -64.866670)"
1367,"(36.400000, -103.016670)"
1368,"(36.216670, -103.650000)"
1369,"(37.483330, -102.676670)"
1370,"(37.383330, -102.633330)"
1371,"(41.416670, -99.100000)"
1372,"(39.833330, -99.016670)"
1373,"(19.000000, 97.000000)"
1374,"(39.533330, -103.333330)"
1375,"(37.466670, -105.866670)"
1376,"(31.050000, -99.466670)"
1377,"(36.566670, -82.183330)"
1378,"(41.433330, -99.700000)"
1379,"(33.216670, -102.183330)"
1380,"(55.433330, 53.250000)"
1381,"(42.450000, 73.366670)"
1382,"(-33.100000, -61.133330)"
1383,"(40.950000, -103.083330)"
1384,"(39.700000, -98.983330)"
1385,"(32.500000, -101.000000)"
1386,"(33.133330, -5.566670)"
1387,"(-28.383330, 116.716670)"
1388,"(38.616670, -101.633330)"
1389,"(40.466670, -103.033330)"
1390,"(-29.033330, -53.050000)"
1391,"(34.000000, -101.500000)"
1392,"(-26.000000, 122.000000)"
1393,"(46.716670, 23.500000)"
1394,"(-24.916670, 119.416670)"
1395,"(51.866670, 70.350000)"
1396,"(35.566670, -100.666670)"
1397,"(39.366670, -103.166670)"
1398,"(37.683330, -105.700000)"
1399,"(36.416670, -85.250000)"
1400,"(37.616670, -99.100000)"
1401,"(-29.416670, -66.850000)"
1402,"(40.250000, -100.233330)"
1403,"(-33.300000, 117.666670)"
1404,"(43.800000, -96.166670)"
1405,"(25.383330, 72.016670)"
1406,"(38.033330, -101.983330)"
1407,"(58.400000, 22.666670)"
1408,"(38.066670, -102.100000)"
1409,"(44.000000, -89.250000)"
1410,"(37.550000, -101.683330)"
1411,"(34.800000, -103.316670)"
1412,"(37.583330, -102.766670)"
1413,"(37.833330, -100.450000)"
1414,"(39.083330, -89.150000)"
1415,"(38.266670, -95.250000)"
1416,"(40.933330, -79.733330)"
1417,"(8.066670, 124.283330)"
1418,"(26.266670, -81.750000)"
1419,"(44.221494, -98.059192)"
1420,"(33.500000, -96.600000)"
1421,"(40.316670, 126.916670)"
1422,"(51.150000, 31.700000)"
1423,"(33.600000, -101.733330)"
1424,"(30.833330, -97.500000)"
1425,"(52.450000, 51.566670)"
1426,"(39.750000, -105.200000)"
1427,"(53.666670, 88.000000)"
1428,"(40.450000, -100.750000)"
1429,"(40.480000, -89.004170)"
1430,"(32.900000, -105.933330)"
1431,"(35.366670, 136.766670)"
1432,"(38.616670, -102.716670)"
1433,"(-37.550000, -60.150000)"
1434,"(-30.633330, -64.883330)"
1435,"(35.766670, -102.950000)"
1436,"(34.033330, -95.583330)"
1437,
1438,"(47.583330, 37.250000)"
1439,"(33.233330, -103.441670)"
1440,"(35.933330, -91.633330)"
1441,"(38.616670, -99.933330)"
1442,"(36.083330, -92.150000)"
1443,"(41.980000, -120.541670)"
1444,"(36.800000, -108.000000)"
1445,"(-28.916670, -66.950000)"
1446,"(31.800000, -92.750000)"
1447,"(52.300000, 77.033330)"
1448,"(-8.416670, 32.433330)"
1449,"(34.533330, -101.183330)"
1450,"(38.483330, -99.916670)"
1451,"(31.483330, -102.883330)"
1452,"(40.330830, -102.195830)"
1453,"(36.333330, -105.050000)"
1454,"(35.950000, -84.566670)"
1455,"(60.650000, 27.066670)"
1456,"(34.500000, -102.250000)"
1457,"(38.150000, -102.666670)"
1458,"(-30.916670, 118.200000)"
1459,"(-7.250000, 107.700000)"
1460,"(40.233330, -100.416670)"
1461,"(49.250000, 17.666670)"
1462,"(37.116670, -101.600000)"
1463,"(37.450000, -98.416670)"
1464,"(45.583330, -122.350000)"
1465,"(37.600000, -105.833330)"
1466,"(53.666670, -113.416670)"
1467,"(56.033330, 13.000000)"
1468,"(37.866670, -100.666670)"
1469,"(42.520000, -82.260000)"
1470,"(29.450000, -96.000000)"
1471,"(29.333330, -101.833330)"
1472,"(50.833330, 34.000000)"
1473,"(24.166670, -99.333330)"
1474,"(42.916670, -104.416670)"
1475,"(42.183330, -95.716670)"
1476,"(-15.700000, 135.666670)"
1477,"(-7.233330, 107.333330)"
1478,"(-35.416670, 139.750000)"
1479,"(32.000000, -101.500000)"
1480,"(35.233330, -100.600000)"
1481,"(32.483330, -111.566670)"
1482,"(40.966670, -102.400000)"
1483,"(36.716670, -102.500000)"
1484,"(20.883330, 76.866670)"
1485,"(30.066670, -96.700000)"
1486,"(41.233330, -103.900000)"
1487,"(39.816670, -94.916670)"
1488,"(21.208330, 94.916670)"
1489,"(57.633330, 83.366670)"
1490,"(63.333330, 148.166670)"
1491,"(40.150000, -103.166670)"
1492,"(-7.750000, 112.016670)"
1493,"(34.000000, -83.166670)"
1494,"(38.800000, -102.200000)"
1495,"(29.100000, -97.600000)"
1496,"(34.833330, -118.066670)"
1497,"(40.683330, -102.816670)"
1498,"(26.450000, 82.900000)"
1499,"(39.850000, -102.950000)"
1500,"(38.233330, -99.533330)"
1501,"(34.350000, -101.400000)"
1502,"(37.266670, -97.766670)"
1503,"(-35.950000, 144.516670)"
1504,"(38.850000, -96.583330)"
1505,"(39.416670, -101.050000)"
1506,"(53.100000, 7.200000)"
